id,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
92666,4,4,4,4,5,5,5,5,3,4,4,4,5,5,23,21
16055,2,1,1,4,1,1,1,1,1,5,1,2,4,1,0,0
116580,0,0,0,5,4,0,4,4,4,2,5,4,5,4,6,0
122262,3,3,3,5,1,5,3,4,4,3,5,5,4,1,0,0
5812,4,4,4,3,2,4,5,2,5,4,5,4,5,2,14,7
23265,2,5,5,5,2,2,2,2,1,5,2,1,2,2,5,0
56966,4,4,4,2,4,3,4,3,3,2,1,4,2,4,16,17
111110,1,3,1,2,4,1,4,4,2,5,2,3,3,4,22,19
102189,2,2,2,2,4,5,4,4,4,4,4,5,4,3,49,43
25883,2,2,2,5,5,2,3,5,5,1,3,4,4,5,23,23
104329,2,2,2,2,2,2,2,2,1,4,3,3,4,2,26,25
102453,3,4,3,3,5,3,5,5,5,3,5,3,5,5,0,0
115407,2,2,2,3,2,2,2,2,3,5,5,4,5,2,0,0
116969,5,5,5,2,4,5,3,4,5,4,4,5,5,4,94,88
94505,4,4,4,4,4,4,4,5,5,5,5,4,5,4,1,1
7688,3,0,3,4,4,3,4,4,2,1,3,4,5,4,0,0
43602,4,4,4,4,5,2,5,5,5,4,5,5,5,1,0,0
37759,5,5,4,4,5,5,5,5,3,4,4,5,3,5,21,36
44583,3,3,0,3,4,0,4,4,3,3,2,4,4,4,37,40
42234,4,3,3,3,5,4,5,5,5,4,2,1,3,5,0,19
60650,3,5,5,5,4,2,2,3,3,3,3,3,3,4,35,
77704,4,4,4,3,3,4,3,3,1,4,3,3,2,3,0,0
105134,0,0,0,4,2,4,4,2,2,2,2,4,2,3,14,4
35978,3,3,3,3,4,3,3,4,4,4,4,2,4,5,14,0
56972,1,1,1,2,1,2,2,1,4,3,3,2,2,2,5,0
91019,1,5,1,2,3,1,3,3,3,3,4,4,5,3,0,0
111628,5,5,5,5,5,4,5,5,5,5,5,5,5,5,19,1
123473,2,2,2,2,5,2,5,5,3,4,3,3,4,5,0,0
6005,2,2,2,2,3,4,5,2,2,2,2,3,2,4,22,0
39838,2,2,2,4,4,2,4,4,3,3,2,5,1,4,0,0
51418,2,4,2,3,4,2,4,4,2,5,3,4,3,4,36,36
35548,1,4,1,5,3,1,3,3,4,2,4,4,4,3,0,0
8308,4,4,4,4,3,4,4,5,5,5,5,3,5,4,16,5
56977,3,5,3,3,3,4,4,5,2,2,4,4,4,4,0,0
129339,2,2,2,4,4,2,4,4,1,5,4,4,3,4,0,0
29276,5,3,3,3,3,5,3,5,5,5,5,3,5,4,9,10
18586,1,4,4,4,1,1,1,1,4,3,3,1,3,1,0,0
21532,3,3,3,3,5,3,5,5,2,2,3,3,4,5,3,15
1644,4,1,1,1,2,3,4,4,4,4,4,4,4,2,2,15
41590,4,4,4,4,1,4,3,1,1,4,5,3,5,1,0,0
19085,2,4,2,4,3,2,3,3,5,2,2,4,2,3,0,0
126420,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,0
49235,2,4,2,1,4,2,4,4,5,1,4,3,3,4,0,0
51193,5,3,3,3,5,5,5,5,1,1,1,3,1,5,0,0
52007,4,4,4,4,4,1,5,5,5,5,5,1,5,2,0,0
94733,4,2,2,2,2,2,1,4,4,4,4,4,4,4,28,23
120671,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,8
38134,4,3,3,5,4,3,4,4,3,1,5,5,4,4,6,0
109639,4,4,4,4,3,5,5,5,5,5,5,5,5,5,51,37
91811,3,3,3,2,1,3,1,1,4,3,4,5,3,1,72,70
102941,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,13
121493,1,1,1,1,4,5,4,4,4,4,4,4,4,3,55,47
16930,4,3,3,3,2,3,2,2,5,4,3,4,4,2,0,17
27603,2,4,2,3,4,2,2,4,5,2,5,4,4,4,30,32
92368,1,1,5,1,3,5,5,2,2,2,2,5,2,5,0,0
102141,1,1,1,1,3,4,5,5,5,4,5,3,5,3,6,1
125562,1,1,1,1,1,1,5,5,5,5,5,3,5,3,0,10
101264,5,5,2,5,3,3,3,4,4,4,4,2,4,3,0,0
55082,3,3,3,3,5,2,3,3,3,4,3,1,3,2,0,0
115524,5,5,5,5,5,5,4,2,2,3,2,4,2,4,0,0
60266,3,4,3,3,3,3,5,3,3,3,4,5,4,3,38,33
30360,1,1,1,1,4,1,1,4,4,4,4,5,4,3,0,0
12520,4,4,4,4,5,3,5,4,4,4,4,1,4,2,0,0
105785,2,3,2,4,3,2,3,3,4,5,4,3,4,3,0,0
74473,2,2,2,2,4,5,5,4,4,4,4,3,4,5,64,62
69230,2,2,2,2,3,5,5,2,2,2,2,3,2,4,94,69
83631,1,3,1,4,4,1,4,4,2,4,4,4,3,4,0,0
30274,3,3,3,3,4,3,4,4,4,5,3,1,1,4,0,0
24969,3,3,3,3,2,3,3,2,2,2,3,2,4,2,0,5
85730,5,5,1,5,4,4,4,4,3,2,4,5,4,4,0,0
83076,1,1,1,4,4,1,2,4,2,2,4,3,3,4,0,5
82488,3,3,3,4,2,3,2,2,5,2,5,4,5,2,0,0
101922,3,1,1,1,3,3,3,3,4,1,1,4,3,3,58,35
64640,1,1,1,1,5,5,4,5,5,5,5,5,5,3,0,0
22415,3,0,3,2,5,3,5,5,4,1,1,1,4,5,0,0
87423,2,0,2,2,1,2,1,1,4,5,5,4,4,1,0,0
36471,2,3,2,2,4,2,4,4,2,2,3,3,3,4,0,21
73927,1,5,5,5,1,1,1,1,2,1,3,2,3,1,1,0
95458,1,1,1,1,3,4,5,5,5,5,4,3,5,3,0,0
95499,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0
87255,5,5,5,5,3,4,5,4,4,4,4,5,4,4,13,3
71361,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0,0
88413,2,3,1,3,2,2,2,2,1,5,1,3,1,2,0,0
25685,2,2,2,2,2,4,5,4,4,4,4,3,4,3,8,5
62180,4,4,4,3,1,4,1,1,5,3,3,3,5,1,1,0
50428,4,3,3,3,2,2,4,2,2,3,3,3,4,2,58,53
68822,1,3,1,4,5,1,5,5,3,4,3,2,3,5,0,0
40302,2,3,2,3,1,2,4,2,2,2,2,3,2,5,0,6
121106,3,3,3,3,5,5,5,5,2,4,5,5,3,5,4,14
104583,0,0,0,2,2,0,2,2,5,2,5,4,5,2,0,3
109560,1,2,1,3,5,1,5,5,2,4,3,2,3,5,18,0
29224,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,11
2273,1,1,1,1,3,5,4,5,5,5,5,4,5,5,18,14
20259,4,2,5,5,4,4,4,4,1,2,4,3,4,4,0,0
112051,4,1,4,4,2,4,4,3,3,3,3,4,3,4,0,0
14140,3,3,3,3,1,3,1,1,2,1,4,5,2,1,28,33
82272,3,1,1,1,3,4,4,3,3,2,3,4,3,1,0,0
92186,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,2
51176,4,5,4,3,5,5,4,3,3,4,3,3,3,4,68,61
3906,2,0,0,2,2,0,2,2,5,4,5,3,5,2,0,0
76562,2,1,1,1,2,3,4,2,2,2,2,1,2,3,0,9
78964,2,2,2,2,4,5,5,4,3,4,4,5,5,5,176,166
100306,2,2,2,2,4,4,4,4,4,2,4,4,4,4,39,17
106734,3,3,3,3,5,4,5,4,4,4,4,5,4,4,71,78
100288,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0
96780,5,5,5,5,4,4,4,2,2,3,2,4,2,4,0,0
75113,1,1,1,2,4,1,4,4,3,4,4,3,5,4,62,90
7086,2,1,1,1,2,4,3,2,2,2,2,3,2,3,2,23
96240,2,3,3,3,2,2,2,2,4,3,1,2,4,2,0,0
66084,3,5,3,5,2,3,2,2,4,3,4,3,5,2,4,0
95178,1,3,1,4,2,1,2,2,4,5,1,3,1,2,15,33
3410,1,0,1,3,2,1,2,2,4,4,5,5,5,2,0,37
32562,2,3,2,3,5,2,5,5,4,1,1,1,2,5,0,0
97104,5,0,5,4,3,5,3,3,3,3,5,4,5,3,0,2
7221,1,4,4,4,1,4,3,3,3,3,1,1,3,1,24,15
126474,1,1,1,1,1,1,1,1,2,2,2,4,3,1,0,9
112577,3,3,3,3,4,4,4,4,5,5,5,3,5,4,0,0
94473,4,4,4,3,2,4,2,2,4,5,5,3,5,2,0,0
57408,2,2,2,1,2,2,4,2,4,3,4,3,4,2,0,0
16853,5,2,2,2,5,5,5,5,5,2,4,4,3,5,44,35
8180,3,5,4,4,2,4,3,3,3,3,3,1,3,2,0,0
76040,4,0,4,2,4,4,4,4,4,3,4,3,4,4,0,0
37181,3,5,3,3,1,3,5,1,4,4,3,1,2,1,0,0
93528,5,5,5,5,4,4,4,4,3,2,5,4,5,4,3,0
53867,1,1,1,1,4,4,1,4,4,3,3,4,3,4,0,0
49975,5,5,5,5,5,3,5,5,5,5,5,1,5,2,0,0
64775,2,5,4,4,2,4,3,2,2,2,2,3,2,2,0,0
120426,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0
78625,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,0
72452,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0
18371,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,3
96308,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0
76470,0,0,0,5,4,0,4,4,4,2,5,5,4,4,0,19
128859,5,5,5,5,4,4,4,4,4,4,5,3,4,4,11,0
26961,3,3,3,1,3,2,3,5,5,3,4,1,5,3,0,0
107688,1,1,2,1,4,3,3,1,1,2,1,1,1,4,50,49
103129,2,2,2,1,1,2,1,1,3,5,4,3,4,1,8,0
38452,2,5,5,5,3,5,4,2,2,2,2,4,2,3,14,23
37956,2,2,2,2,5,4,4,2,2,2,2,4,2,5,0,4
81649,4,4,4,4,4,4,4,4,3,2,5,3,5,4,2,0
42169,5,5,3,5,3,1,2,5,5,5,5,4,5,2,9,0
86759,1,5,1,3,3,1,3,3,3,3,4,5,5,3,0,0
90483,4,4,2,4,3,4,5,3,3,3,3,4,3,4,2,0
13387,0,0,0,4,1,0,1,1,5,5,2,3,2,1,0,0
66817,5,5,5,5,2,4,5,5,5,5,5,3,5,3,122,108
13026,2,4,2,4,1,2,1,1,4,3,5,4,4,1,48,43
53123,3,4,3,4,3,4,4,3,5,4,5,4,3,4,0,37
5062,2,4,2,3,1,2,1,1,3,5,4,4,5,1,0,25
9190,1,4,1,2,4,4,4,4,4,1,4,5,4,5,0,0
96768,0,0,0,3,4,0,4,4,4,5,4,3,4,4,0,0
7174,1,3,3,3,1,1,1,3,3,3,3,1,2,1,100,154
128466,2,2,2,4,2,2,2,2,2,5,4,3,4,2,1,0
29107,3,5,3,5,3,3,3,3,4,3,5,3,5,3,0,0
80501,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,1
27636,1,4,4,4,1,1,3,1,1,4,3,4,3,1,0,0
62399,2,4,1,5,4,1,4,4,3,4,5,5,4,4,0,0
99581,2,5,3,5,2,2,2,2,3,1,3,1,4,2,54,70
21460,1,3,3,3,4,2,2,1,1,1,1,3,1,3,27,18
116989,3,5,2,3,4,2,4,4,4,4,5,3,4,4,0,0
13214,4,5,5,5,4,4,4,3,2,5,1,4,1,4,134,120
126538,2,2,3,2,3,5,5,4,4,4,4,4,4,4,0,0
1462,4,1,1,1,4,4,4,4,4,5,4,3,3,4,0,0
5766,1,5,1,1,2,1,2,2,4,4,5,4,4,2,0,0
106154,3,5,5,5,3,4,3,3,3,2,3,1,3,2,44,40
97416,5,5,5,1,3,5,3,3,3,5,4,5,4,3,0,0
126554,2,5,2,1,3,2,3,3,4,5,4,4,5,3,24,33
36825,3,0,3,2,4,3,2,4,3,1,4,2,5,4,0,0
49099,5,2,2,2,3,1,2,5,5,5,5,4,5,4,38,63
82403,3,4,3,3,4,5,4,1,1,3,1,3,1,5,0,0
93475,2,2,4,2,4,5,4,4,3,2,4,5,5,4,0,0
110185,3,3,2,3,3,2,4,3,2,1,4,1,3,3,0,0
89900,3,1,2,1,3,3,3,3,4,2,2,1,2,3,0,32
82309,3,3,3,3,4,3,4,4,3,4,4,4,5,4,0,0
127244,2,2,2,2,5,5,5,5,5,5,5,3,5,4,12,34
13525,3,3,3,3,2,4,1,5,5,5,5,2,5,2,0,0
93975,3,3,3,3,4,5,5,5,5,5,5,4,5,4,47,34
53453,4,3,3,3,4,4,4,2,3,3,2,4,1,4,326,310
28891,4,3,3,3,5,4,5,5,5,2,2,4,2,5,0,0
23249,1,1,1,4,1,2,2,2,5,5,3,2,3,2,186,200
65051,2,5,0,1,3,5,4,3,3,0,3,3,3,4,0,0
56594,1,1,1,1,3,4,4,5,5,5,5,3,5,4,16,17
101424,5,5,5,5,4,4,4,4,5,2,4,4,5,4,23,11
92638,3,1,1,1,1,3,4,3,3,3,3,4,3,2,0,0
24158,2,0,2,2,1,2,1,1,3,1,4,5,4,1,0,0
55509,3,3,3,3,2,5,4,2,2,2,2,3,2,4,0,0
126621,3,5,3,1,5,5,4,4,4,3,4,4,4,5,0,0
79107,4,2,4,3,5,4,3,2,2,4,2,2,2,2,0,22
99300,5,5,5,5,3,4,5,4,4,5,4,4,4,5,0,0
55258,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0
112877,5,5,4,5,5,4,5,4,4,4,4,3,4,4,12,0
125929,2,5,3,2,5,3,4,5,4,3,4,3,4,5,46,33
62590,5,0,5,3,2,5,2,2,2,1,4,1,5,2,2,4
40490,2,5,2,4,3,2,3,3,5,3,4,3,4,3,0,0
28152,2,3,3,3,2,2,2,2,2,4,3,2,2,2,0,1
67306,1,1,1,2,3,1,3,3,5,2,4,5,4,3,3,4
81891,1,1,1,5,5,1,5,5,4,3,5,5,5,5,0,0
117765,2,1,3,1,2,2,2,2,2,3,2,4,3,2,40,77
103053,2,3,3,3,2,2,1,2,1,3,3,4,2,2,74,78
110863,3,3,3,3,5,4,4,4,4,4,4,4,4,4,2,0
25998,0,3,0,4,3,3,3,3,2,1,3,4,4,3,0,0
30876,5,5,5,2,5,5,5,5,5,5,4,1,2,5,0,0
8069,4,4,4,4,3,4,5,5,5,5,5,4,5,4,23,26
3448,2,5,2,3,5,2,5,5,5,4,5,4,5,5,14,11
36210,0,0,0,4,3,5,5,5,5,5,1,2,5,2,0,24
105739,3,2,2,2,2,3,3,3,3,3,3,3,3,3,7,0
71523,2,2,2,4,5,2,5,5,3,2,5,3,5,5,0,0
33975,3,3,3,5,1,3,1,1,1,4,4,5,1,1,4,0
123851,3,1,3,4,3,3,3,3,2,4,3,4,4,3,0,0
21742,3,3,3,3,5,5,5,5,3,2,2,2,1,5,0,0
45079,3,4,3,5,3,4,5,5,5,3,5,4,5,3,32,20
33112,3,1,3,1,2,3,2,2,1,4,2,2,2,2,0,0
64774,2,2,2,2,4,4,5,4,4,4,4,4,4,5,10,0
108848,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,4
49773,1,5,5,5,1,1,1,1,4,3,3,4,3,1,0,0
49569,5,5,5,5,5,5,5,5,2,1,5,4,2,5,0,0
118183,0,4,1,2,1,1,1,1,3,4,4,3,5,1,0,0
116192,4,3,4,1,3,4,3,3,3,3,1,1,2,3,0,0
7132,1,3,3,3,1,1,1,1,2,1,4,2,4,1,0,0
17811,4,4,4,4,4,2,1,4,4,4,4,4,4,5,2,5
121164,4,5,5,5,3,4,4,2,1,3,3,4,2,4,29,60
89311,3,4,4,4,5,4,4,3,3,3,3,3,3,4,0,0
53301,4,1,1,1,1,2,2,4,4,4,4,2,4,2,3,5
99518,2,2,2,2,5,4,4,4,4,4,4,3,4,4,4,0
12967,2,5,2,1,2,2,2,2,4,5,5,3,4,2,0,2
31359,2,2,2,2,5,3,4,2,2,3,2,2,2,3,0,0
39817,1,0,1,3,3,1,3,3,2,3,1,4,5,3,0,0
90822,5,5,4,5,5,5,5,5,3,4,5,3,4,5,0,2
102970,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,0
63792,1,5,1,5,3,1,3,3,4,5,5,4,4,3,4,0
90068,5,5,2,5,4,4,4,4,4,4,4,5,4,5,0,0
41390,3,4,4,4,1,4,1,1,3,3,4,4,4,1,118,105
10608,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0
46867,5,5,5,3,1,5,1,1,3,5,3,4,1,1,0,0
94514,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0
39984,3,1,1,1,3,4,4,3,2,5,5,1,3,3,0,0
45901,2,2,2,2,5,5,5,5,2,2,2,1,5,5,40,26
113416,3,3,3,3,5,4,5,5,5,5,5,5,5,4,0,0
71207,2,2,2,2,2,2,1,2,3,3,3,2,3,2,82,84
63293,2,2,4,2,1,3,3,2,2,2,2,4,2,3,0,0
58831,3,3,3,3,4,4,5,4,4,4,4,5,4,3,3,0
65529,2,4,2,3,4,2,4,4,4,3,4,3,5,4,23,23
82266,4,4,4,4,1,4,1,1,4,3,3,1,4,1,10,13
28232,0,3,0,1,5,0,3,5,4,3,5,2,2,5,0,0
22199,5,1,5,3,2,4,3,2,2,5,2,3,2,2,0,0
107528,3,4,3,3,1,3,1,1,3,4,4,4,5,1,33,23
3959,3,3,3,3,2,4,3,5,5,3,2,1,5,3,0,6
100173,3,4,3,1,3,3,2,3,5,3,5,5,5,3,9,9
126419,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0
86796,3,3,3,4,3,3,3,3,5,4,5,3,5,3,0,0
17488,1,3,1,3,3,1,3,3,5,3,3,2,2,3,0,0
102384,4,2,3,4,4,3,4,4,2,4,4,4,3,4,0,0
9483,3,3,3,3,3,3,3,3,4,5,5,3,5,3,57,87
3213,4,3,5,3,4,4,4,4,4,5,4,2,4,4,47,50
77710,1,1,1,3,4,1,4,4,5,4,4,5,4,4,0,0
70368,1,1,1,4,4,1,4,4,3,3,4,4,4,4,0,14
127664,2,2,2,2,4,4,4,4,5,5,4,4,3,4,173,173
70437,1,5,5,5,5,3,3,4,4,3,1,1,4,4,38,28
37111,2,3,2,2,1,2,2,4,4,5,4,5,4,3,11,14
33165,3,4,3,2,4,3,4,4,4,5,5,4,5,4,0,0
80777,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,0
82169,3,4,3,1,5,3,2,5,4,2,4,4,5,5,0,8
121257,3,3,3,3,4,5,2,5,5,5,5,4,5,5,0,0
35014,2,1,1,1,1,3,4,2,2,2,2,4,2,1,0,14
55790,1,3,3,3,1,1,1,1,3,2,3,1,1,1,0,11
2353,2,2,2,2,4,4,4,5,5,5,5,3,5,4,0,0
48383,3,4,3,2,4,3,4,4,4,3,4,3,5,4,16,9
92634,5,5,5,5,3,4,5,5,5,4,5,5,5,3,0,0
63218,3,3,3,3,5,5,4,2,2,2,2,5,2,4,1,0
82051,5,5,5,2,5,5,5,5,5,5,5,3,5,5,21,34
5745,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0
119059,1,5,1,2,2,5,5,2,2,1,2,5,2,5,0,0
12537,2,5,1,5,2,4,3,2,2,2,2,3,2,2,0,0
109946,0,1,0,3,1,0,4,1,4,5,4,3,3,1,15,0
103330,2,4,3,3,4,3,4,4,1,2,4,1,4,4,24,17
3271,3,3,3,3,2,5,5,2,2,2,2,3,2,5,0,0
39898,3,3,3,2,4,3,4,4,2,4,1,1,2,4,10,24
57670,1,1,1,3,4,1,2,4,2,3,4,4,3,4,0,0
125202,4,5,5,5,4,4,4,4,2,2,3,3,4,4,0,0
42809,4,4,4,3,3,4,3,3,3,3,1,3,5,3,4,1
22432,5,4,5,1,5,5,5,5,3,2,4,5,4,5,54,46
40471,0,4,0,3,3,3,3,2,2,2,2,5,2,2,0,0
71615,4,2,5,2,5,3,4,4,4,4,4,4,4,3,0,0
72744,2,1,2,2,3,5,5,4,4,4,4,5,4,3,0,1
125220,3,4,2,2,2,2,1,2,5,1,5,5,3,2,7,0
82151,5,5,5,5,4,5,4,5,5,5,5,4,5,4,0,0
53831,4,5,5,5,4,4,4,4,3,4,1,1,4,4,1,0
124295,5,5,5,5,3,5,4,4,4,4,4,4,4,3,0,0
89538,4,3,4,4,3,3,3,3,4,3,5,5,5,3,0,0
52731,1,1,1,1,3,5,3,4,4,4,4,1,4,4,16,11
113347,0,0,0,4,2,4,5,2,2,5,5,5,2,4,29,29
121346,5,5,5,5,4,3,3,5,3,5,5,3,4,3,150,120
55749,3,3,3,3,4,4,4,4,4,4,5,5,4,4,3,4
19630,1,0,1,3,5,1,2,5,5,2,4,2,4,5,4,0
71285,4,4,4,4,5,5,5,5,5,4,4,4,5,5,0,0
84634,1,4,1,2,1,1,1,1,3,2,4,4,5,1,62,52
18632,3,5,3,2,3,5,5,4,5,5,4,5,4,5,241,261
36422,4,4,4,4,4,5,4,4,3,5,4,5,4,4,0,0
102933,1,5,1,5,1,2,2,3,5,4,5,2,5,2,136,124
122377,2,3,3,3,3,4,3,2,2,2,2,1,2,1,0,0
99400,2,3,3,3,1,3,4,2,2,2,2,2,2,4,54,47
87983,1,1,1,1,5,5,4,5,5,4,4,3,4,5,0,0
49539,4,4,4,4,1,5,3,5,5,5,5,5,5,1,6,8
19916,4,3,4,2,2,4,4,2,3,3,4,1,3,2,12,4
55077,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0
108715,4,3,4,3,5,4,1,5,3,2,4,4,4,5,11,8
107512,4,4,4,4,4,5,5,5,5,5,5,5,5,5,13,6
59545,1,1,1,1,2,4,4,4,4,4,4,4,4,4,20,6
76659,2,2,2,4,2,2,2,2,4,2,4,2,4,2,65,65
63639,4,3,4,4,2,4,2,2,3,1,4,3,4,2,0,0
31146,4,0,4,2,5,4,1,5,4,2,4,3,4,5,0,0
47406,2,4,4,4,3,2,3,3,2,3,3,3,4,3,29,25
49450,0,3,0,4,5,4,5,5,5,5,5,5,5,3,0,0
63176,5,5,2,5,3,4,4,5,5,5,5,5,5,5,25,25
1788,3,5,3,3,5,5,4,5,5,5,5,4,5,5,25,31
47565,1,4,1,2,4,1,4,4,5,1,4,5,5,4,29,28
38950,1,5,1,1,2,1,2,2,1,4,4,1,1,2,0,9
89618,2,2,2,4,2,2,2,2,1,5,4,3,4,2,0,21
99806,2,4,2,3,4,2,4,4,3,4,4,3,5,4,0,0
20555,5,5,5,5,2,2,1,5,5,5,5,5,5,3,0,0
115830,3,1,3,4,2,3,2,2,2,2,3,4,4,2,0,0
92775,2,2,3,2,4,4,4,4,5,3,5,3,5,4,0,0
67458,3,4,3,2,1,3,1,1,4,4,4,4,4,1,50,66
55936,5,5,5,1,1,5,1,1,5,2,5,4,5,1,0,0
102721,1,4,1,2,3,1,3,3,4,4,5,3,5,3,9,1
32991,0,5,0,5,3,0,3,3,4,3,1,1,1,3,0,0
86372,3,3,3,3,2,2,2,2,3,4,4,4,5,2,0,0
4079,0,0,0,2,5,0,5,5,3,4,5,3,4,5,0,2
31447,1,1,1,4,3,1,3,3,3,3,4,3,4,3,0,0
59567,2,2,2,2,4,5,5,5,5,5,5,4,5,5,10,0
80441,3,5,3,4,3,5,5,4,3,4,5,5,4,5,157,149
42813,1,1,1,4,3,1,3,3,4,1,4,1,3,3,0,0
4030,1,2,2,2,3,3,4,1,1,1,1,4,1,2,0,0
44629,3,4,0,4,3,0,2,3,4,4,4,3,4,3,0,0
87509,2,5,2,3,2,2,2,2,5,5,1,5,1,2,41,31
60195,2,2,5,2,4,4,5,4,4,4,4,4,4,3,1,4
95146,4,4,4,3,1,4,1,1,4,5,4,5,5,1,3,0
30007,1,3,1,4,4,1,4,4,2,4,4,1,4,4,57,55
29970,4,2,2,2,1,3,4,1,1,1,4,4,1,3,13,7
1948,2,4,4,4,5,3,3,2,2,2,2,3,2,3,0,0
109936,1,1,2,4,2,2,3,2,3,2,3,2,4,2,19,0
48860,5,4,5,4,5,5,5,5,5,2,2,2,5,5,0,0
60002,4,5,4,5,3,4,3,3,5,5,2,2,1,3,0,0
63605,1,1,1,1,2,2,2,2,3,3,5,4,5,2,0,0
129397,2,2,1,3,4,3,4,3,3,1,2,4,3,1,1,0
37420,2,4,2,4,4,4,4,2,2,2,2,2,2,2,51,24
100707,3,5,5,5,3,3,2,3,3,5,4,1,4,3,4,6
2065,1,4,4,4,1,1,4,1,1,5,4,3,4,1,30,33
31671,5,1,1,1,5,4,5,5,3,2,5,1,4,5,0,0
98790,3,2,2,4,2,2,2,2,2,1,4,2,4,2,38,32
83641,3,5,5,5,2,4,4,3,3,4,3,4,3,2,0,0
107286,3,2,2,2,5,3,2,3,3,3,3,3,3,1,15,20
90257,2,4,2,5,4,4,4,3,3,2,3,4,3,4,84,85
47144,1,1,3,1,4,5,4,4,1,1,3,4,5,4,103,109
17576,3,3,3,3,5,3,1,5,5,5,5,1,5,4,24,22
43492,2,5,2,2,1,2,1,1,3,5,5,4,4,1,84,70
98481,4,5,4,2,1,4,1,1,5,5,5,3,4,1,36,24
40535,5,3,3,3,5,5,5,5,4,2,2,1,5,5,0,0
78524,1,5,2,3,2,2,2,2,4,5,4,4,5,2,30,26
54526,2,1,2,4,3,2,3,3,3,2,3,4,3,3,0,9
98304,1,2,1,2,5,1,5,5,3,3,2,4,3,5,14,6
39696,5,4,5,5,3,5,3,3,5,2,5,4,4,3,0,0
15722,3,1,2,1,3,3,3,3,2,1,3,1,3,3,0,11
4543,1,4,4,4,5,4,4,1,1,2,1,4,1,2,67,85
36475,3,3,3,3,4,4,4,4,5,3,5,5,4,4,0,10
70342,4,5,4,1,4,4,4,4,4,3,4,4,4,4,8,0
123217,2,3,2,3,5,2,5,5,5,1,2,3,4,5,0,4
103891,0,5,0,3,1,0,1,1,4,2,5,3,4,1,0,0
85625,3,3,0,4,3,0,1,3,2,5,4,2,3,3,0,8
72563,3,5,5,5,3,3,3,3,3,5,4,4,3,3,8,16
91992,3,4,3,3,3,5,5,4,4,4,4,5,4,3,5,0
42820,1,2,1,4,2,1,2,2,1,3,3,3,3,2,0,4
101854,1,2,1,3,2,1,3,2,4,2,4,3,3,2,1,0
115099,1,1,1,1,4,5,5,4,4,4,4,3,4,3,67,58
55759,0,0,0,2,5,5,5,5,5,5,5,3,5,5,0,0
63256,1,4,0,3,5,0,5,5,5,3,5,5,5,5,0,2
111059,3,4,3,1,1,3,2,2,2,3,2,2,2,2,2,0
3609,3,3,3,3,4,3,4,4,2,1,3,2,4,4,0,0
45582,4,3,3,3,4,4,4,4,5,3,4,4,3,4,49,42
98777,1,1,1,1,3,4,4,5,5,5,5,4,5,3,3,0
24236,0,0,0,3,1,5,1,4,4,4,4,2,4,4,6,0
40007,5,5,5,5,5,1,1,3,3,4,3,4,3,4,0,0
90976,4,0,4,3,5,4,5,5,4,3,4,4,1,5,0,0
88125,1,1,1,1,3,4,4,2,2,2,2,3,2,4,9,11
83161,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0
16865,4,1,4,4,2,1,2,4,4,4,4,3,4,4,7,11
57881,3,3,3,3,2,4,5,4,4,5,4,3,4,3,4,6
74501,3,3,2,3,5,5,5,4,4,4,4,5,4,3,0,0
45141,1,3,0,5,1,0,1,1,3,4,2,5,2,1,1,0
25148,1,1,1,1,5,5,5,5,5,2,1,3,3,5,6,0
29897,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0
93153,5,5,5,5,2,5,5,4,4,4,4,5,4,4,0,0
96502,4,4,4,4,4,4,4,4,1,5,4,4,2,4,17,10
118258,4,5,5,5,4,4,4,4,1,4,3,2,5,4,12,4
33201,4,1,1,1,3,4,5,4,4,4,4,4,4,1,0,0
41001,4,4,4,4,4,4,4,4,3,3,4,2,1,4,0,0
76298,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,0
